Deepfake Detection Results
Weights: batchFacesAll
================================================================================

[1/4639] Image: fa9fd3dc-ca18-442d-acc5-3b92ee07b909__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9554
[2661/4639] Image: 72b714bd-e89f-4bb3-acf9-bf2bcad6b213__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9560
[2662/4639] Image: 376b4b3b-53d9-403f-990e-542b921f5485__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9591
[2663/4639] Image: 45f34193-947d-49dd-bbe5-3bbdfe55799a__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0017
[2664/4639] Image: 354d7654-a395-4d7d-bb14-9aed907d08a3__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6763
[2665/4639] Image: 1bd1180d-8b99-435e-8962-8a1d77cb563a__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7522
[2666/4639] Image: 6772f8fa-80c3-40cc-9427-e04954a9d6a4__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1327
[2667/4639] Image: 5be24c33-d9d7-4490-9429-ea983da264be__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6360
[2668/4639] Image: 420b88ed-0e05-4f26-a906-d1381c0bfaf5__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0160
[2669/4639] Image: 14f014f3-919d-49fa-a629-4167458102e2__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2254
[2670/4639] Image: 935f24db-fdec-4340-8834-fe8a85834d65__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1249
[2671/4639] Image: 88b534d7-95e3-4dd2-a326-4e86547e2b17__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1184
[2672/4639] Image: 64afa498-9225-4667-a5d7-525ef1052e46__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4339
[2673/4639] Image: 392af2d8-44d9-43a3-8a7c-b6bc0dd5380c__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4763
[2674/4639] Image: da04de88-012b-4725-a49a-05a1fc43f539__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6650
[2675/4639] Image: 108f91fe-aad6-4c82-87ce-bb474249ea39__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0574
[2676/4639] Image: f88915ac-a82f-455d-9214-0052fe722706__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8646
[2677/4639] Image: 0486b558-b1c1-4c04-8fef-0fbec749f4db__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5355
[2678/4639] Image: 8750d412-3125-47bb-ba22-067e02f12671__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6878
[2679/4639] Image: f54b5d83-3d5b-4a05-b0a7-476066eb5438__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1369
[2680/4639] Image: f2d3ca8c-c2a9-475a-9bca-4a10b7bba564__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2454
[2681/4639] Image: 247732bd-1d61-423b-87d6-39cd8e344ac8__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9858
[2682/4639] Image: 16795a27-8acb-4891-869a-111b54876f62__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0031
[2683/4639] Image: 4323d0da-00c7-4bb0-894b-50784870f965__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1132
[2684/4639] Image: 40254050-0119-4bca-9cce-a7c9e44ad589__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2431
[2685/4639] Image: 5e375298-2e32-4c18-ab1b-c573e9c1f6e8__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4344
[2686/4639] Image: 1021641a-aa54-4c3f-a1d6-e2933500cd9c__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9853
[2687/4639] Image: ced90f2f-e059-4ecd-8a34-5a1f3ea905d3__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6974
[2688/4639] Image: 4ab1ae81-41ba-4b26-bbf2-1ea093d94b9f__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3821
[2689/4639] Image: f3c688cd-0b5d-4d6e-9437-fb9d9cbb34de__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3690
[2690/4639] Image: dc8d8d91-5b9e-48af-9f12-853fdac70fda__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0014
[2691/4639] Image: 59af8573-17a0-46e9-b38a-1b5631ea2823__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5643
[2692/4639] Image: ad7f84c3-fc0e-4932-99aa-92bb3f0c3c89__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0046
[2693/4639] Image: 43840841-c483-465e-8486-2bf5b427860c__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0238
[2694/4639] Image: 318f0f44-76d2-45b2-aa03-f17d8d8cc361__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9996
[2695/4639] Image: b59aaead-b9f0-436d-bde0-77eb52435172__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0831
[2696/4639] Image: 5b580b51-2f9f-4c81-bc24-dbf72593d120__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9730
[2697/4639] Image: 71454a87-cac7-446f-a482-9a4ce160435e__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9124
[2698/4639] Image: d4836849-4518-4be7-b710-8bcef6adc56b__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7022
[2699/4639] Image: c94a2e6b-ad2e-4904-a543-00f72d687535__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2133
[2700/4639] Image: a8800df3-c703-4f47-be98-b7f48facb245__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7915
[2701/4639] Image: e665b59b-b857-4f86-a37d-3417e5df4b63__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2389
[2702/4639] Image: 0dc8d0f8-b8de-4693-80e2-7efae02b23ce__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9063
[2703/4639] Image: a9105c39-7d29-42d7-b409-a2be6dbb1ecf__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2749
[2704/4639] Image: e867bdf7-1b05-4010-af35-8d0741405743__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6761
[2705/4639] Image: 8a80c7df-414b-455a-adfc-749dcaada279__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9770
[2706/4639] Image: c760f472-1021-486a-a371-e29f425b3b51__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2797
[2707/4639] Image: 2c945a6e-ce81-4a25-b199-068f97a7f0f1__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9213
[2708/4639] Image: 9eda7230-0a37-4c9a-8a53-e14279e25830__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7039
[2709/4639] Image: 44cef5c2-d646-48b7-a7e2-632ff28fcd42__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4205
[2710/4639] Image: 73e84f2b-48ee-47cd-aa79-219426bb7e20__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9693
[2711/4639] Image: d3c6ca9e-18c7-437e-8f04-b94eccf35a1c__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0751
[2712/4639] Image: d6f1bec7-2114-4739-bd2c-fe321dcb07d4__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0028
[2713/4639] Image: efe9dccc-3558-42d9-994d-cc4e5133c921__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0133
[2714/4639] Image: 2cb473c6-d4e7-4d46-ba4d-67a9bae88dcf__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9543
[2715/4639] Image: e62f36bd-cff5-4dbd-89ce-ada2ed92af4e__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7075
[2716/4639] Image: 1f1facfd-3342-449a-900d-f86bd957bd2d__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9940
[2717/4639] Image: 60f8d4ec-4aae-4987-ad2f-745cc2b115aa__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0155
[2718/4639] Image: 4905c240-0f81-4096-93c7-fa08d8e74d40__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7332
[2719/4639] Image: 770117c0-205a-4fc2-b5d3-abdf8bdf32c3__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0750
[2720/4639] Image: 9c2812a5-5c51-4108-be8b-79c7d4c5d9fc__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9978
[2721/4639] Image: f25844f6-8343-4e9a-a982-a61dbd74d4ef__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8998
[2722/4639] Image: 6e2e042a-f6f3-441e-b662-fd969bd3d799__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6472
[2723/4639] Image: 2e556f06-3c35-470c-a22d-3686b33e8373__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9313
[2724/4639] Image: 064ca893-bee8-4f62-b7eb-32f06624e2a8__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9962
[2725/4639] Image: a2608827-7745-41c0-81de-b0fa5e0eecec__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9870
[2726/4639] Image: 3ec7d76b-45fb-403a-90f3-be721699a604__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3610
[2727/4639] Image: 2fcd7c8b-3473-4bb8-8e57-261158117cd1__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9296
[2728/4639] Image: d7ba21df-c7b7-445f-b53e-9be0e11e9aef__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7503
[2729/4639] Image: 05057ac4-3a5e-4ebd-ada7-960d054ac7c9__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0037
[2730/4639] Image: 90848379-6bdf-45a6-ab60-534847a0b2aa__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9745
[2731/4639] Image: 64839b04-30cb-455f-ab4a-201b2ad3449c__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8118
[2732/4639] Image: b8cb2b43-3c58-42b7-b8fc-2ff06500fc2e__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8081
[2733/4639] Image: c1a94128-0b37-4e7a-9662-4b70b36bdd67__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2461
[2734/4639] Image: cf702672-05af-49e0-9d9d-a444f99ba78e__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7468
[2735/4639] Image: 7ce7395a-e6fe-4be3-b897-dd97425b21eb__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9532
[2736/4639] Image: 24e3d4de-9a49-4d32-9882-76a5d37cbc54__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8163
[2737/4639] Image: 91b31b73-dbdc-422e-879c-778db4cc7c5a__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9151
[2738/4639] Image: 0df5c4d8-f08e-4818-b52c-6c7bd246a3f1__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2579
[2739/4639] Image: 91c1e381-03ce-4f06-8d0d-611006181e9a__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0350
[2740/4639] Image: bb4e2072-5af2-45f2-89ba-ddcc42e9ee21__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9905
[2741/4639] Image: d8a25962-085e-47c4-b90d-f20d7a77000d__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1238
[2742/4639] Image: d3b5dd12-208d-42ec-afef-616b4dfece6b__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6112
[2743/4639] Image: daa4149f-a0cd-44ad-83bd-73fc4785757a__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9947
[2744/4639] Image: 2129be77-44b3-4960-b527-a786296cd164__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7630
[2745/4639] Image: c22702a2-ebbd-4089-9cfd-d3eeaf2c2378__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4712
[2746/4639] Image: 2018ecff-2e8a-4ca5-9d2f-02350877c25c__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8394
[2747/4639] Image: 567ae0e3-474e-440a-8d1f-98690d2b4f8c__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9433
[2748/4639] Image: 5d5792c4-12cc-440c-8da7-da9c2555c072__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2046
[2749/4639] Image: 10c34e06-f87d-45d2-9cd8-5b205dc5fa9b__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9486
[2750/4639] Image: b41982e7-3492-4760-88ab-6a5908f7e9db__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9940
[2751/4639] Image: 3fb71664-5074-4f46-a0bc-d1c332dbcf84__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8974
[2752/4639] Image: e5196814-cd93-4a9f-92e4-a23f6bcdeeba__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5245
[2753/4639] Image: d14a267d-a5cd-496e-9bab-01b862984b74__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0471
[2754/4639] Image: 8c0eb8df-de91-4d48-b096-981a03eac359__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2673
[2755/4639] Image: fbbef598-799f-48cf-9aa8-096c75157845__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6832
[2756/4639] Image: e7f98b4b-0b6d-4e76-9629-abc7518bef04__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8790
[2757/4639] Image: 23123200-8921-4b96-b62f-c485e4f9a02b__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9878
[2758/4639] Image: 28bdb719-505c-4d15-812b-c31bfd53a19a__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0013
[2759/4639] Image: adbaf11a-0042-46f9-8370-0a182983affb__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9947
[2760/4639] Image: 5d0fa96c-8e58-4d75-8364-368484a8b5f3__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9508
[2761/4639] Image: 666e66b8-3092-448e-bd7b-05f18beba86e__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5979
[2762/4639] Image: 78b132bf-c747-4709-a150-9a681cd98870__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0702
[2763/4639] Image: 08e2f949-f2c0-4b09-a4f9-0f6f523067f9__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9991
[2764/4639] Image: 419f2ef7-e88e-4a74-a8b4-d28523778ff5__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0757
[2765/4639] Image: dba9e217-7e66-4631-a579-fe4c64bace32__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7704
[2766/4639] Image: 5b3071a2-c14c-4961-a86e-6e5947a9d397__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9948
[2767/4639] Image: fcee3ac7-8ce9-443f-8c5e-94c15b5b5a3c__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8397
[2768/4639] Image: bcf29c9f-1a56-459c-b508-c66cc980356b__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4682
[2769/4639] Image: b583decb-e85a-4acc-bde9-51f67e9d99d6__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0845
[2770/4639] Image: 6b28ac03-359a-4860-8bdd-e95afbb4bb34__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0058
[2771/4639] Image: 0fb6b9ee-10f0-4bf3-ad62-913603bcf4ba__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9726
[2772/4639] Image: 99454c8a-c17b-4576-8278-aca0d13ebe59__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0004
[2773/4639] Image: 32389f24-8946-4f98-b061-d63fd2f5fcfd__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0517
[2774/4639] Image: 1f4cf869-8ebd-4b3c-b0c4-006fc2195b29__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0770
[2775/4639] Image: 979599f7-1886-42db-99fd-a2cf93ebc3b5__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7645
[2776/4639] Image: 269c1013-94a0-45f4-849d-79a97f9f1379__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2649
[2777/4639] Image: 7197ad28-ecae-46ff-84d4-af717f94d229__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9542
[2778/4639] Image: 90f57f9a-7009-44dd-9d60-5984d479ac30__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0177
[2779/4639] Image: 163407a7-b5e7-4953-a752-73b1ba043520__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6037
[2780/4639] Image: 9899659d-23ed-428b-b3d9-2befc075ecd9__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3649
[2781/4639] Image: 3b1f9821-c31e-4346-a609-df92db273ee1__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6315
[2782/4639] Image: ea82524f-ebd8-4112-8268-3471a33641da__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9050
[2783/4639] Image: 351a296b-1c5a-455e-bb1b-ce2fc78b7635__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9237
[2784/4639] Image: 8d671143-92c3-4c68-9fec-281f511b1fb0__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9976
[2785/4639] Image: b41982e7-3492-4760-88ab-6a5908f7e9db__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9612
[2786/4639] Image: 6e66d92c-cfa5-4ada-8822-10a3edb7d18f__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1695
[2787/4639] Image: 6c2b3036-4ee6-4533-ad39-1eb320635e55__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8693
[2788/4639] Image: 27314a55-c775-443b-8498-41d95bbcc1e0__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5296
[2789/4639] Image: 9362354f-5d6c-414c-ad4b-735180aa0a4b__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4219
[2790/4639] Image: d597bd49-743c-4e92-bc0b-831e9502ce71__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2117
[2791/4639] Image: a196dc39-0453-4a87-b5a9-2d18dedaf69e__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6178
[2792/4639] Image: c0a39ddc-d2d4-4d90-93e5-2fb0f20436de__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4914
[2793/4639] Image: 1e6c709c-e0ff-4372-b894-e3e26e02700c__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6853
[2794/4639] Image: 61540e95-1841-4b3e-8a7a-002638c39947__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9992
[2795/4639] Image: 04c7e601-3928-40d4-8676-c93c72334bd3__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0006
[2796/4639] Image: 0dc8d0f8-b8de-4693-80e2-7efae02b23ce__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6864
[2797/4639] Image: a32cdacb-d5ba-4ad2-83ea-f73a1afe2870__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0636
[2798/4639] Image: d8d06f00-37d1-4f08-a29b-36f49fc2c168__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3071
[2799/4639] Image: 4cf74a15-1e63-400f-bc6a-7fd37b566c1f__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2395
[2800/4639] Image: 17ac466d-25a0-4ce6-8645-83047e0715d8__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9926
[2801/4639] Image: bcfbc6ca-041b-4220-8733-e8760ae54bea__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1981
[2802/4639] Image: 8f839e7f-8d2d-46da-b19c-f80c0bf14099__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7523
[2803/4639] Image: a9e8e99c-873c-4278-91ee-164dde4b7086__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0187
[2804/4639] Image: 12ee020f-80b1-47f6-8fe3-18240f2beb7d__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3066
[2805/4639] Image: eca40616-50c8-4372-826a-96500768b5fa__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8533
[2806/4639] Image: 102ce9f6-4151-46ed-8c20-4dc963eb80c7__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6182
[2807/4639] Image: d3f967f3-fb28-4680-bad8-6d6af98a79e5__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1677
[2808/4639] Image: 3ac941b9-f858-4fd7-bbe9-4d34e4100776__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0133
[2809/4639] Image: 6c7a66ac-48bb-44e2-9da2-7400407364ab__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9907
[2810/4639] Image: a02b429b-0952-41e1-a171-aa0170913c82__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9791
[2811/4639] Image: 796b591f-a8d7-464a-8b89-876a70eb4f56__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6457
[2812/4639] Image: 48154d13-14f2-408e-9315-e54322cf1e1e__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0767
[2813/4639] Image: 186deba7-d878-441f-ab89-c0c30c9a0cba__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0753
[2814/4639] Image: 7ad7056f-30bc-4f1d-9a6d-2a362b2ca652__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9923
[2815/4639] Image: b955d6ed-ff8d-4807-9d7c-e7e0d60ae0e1__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9981
[2816/4639] Image: 91a4d2e3-8a18-40f7-8631-4ce27f2778b4__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8634
[2817/4639] Image: e05b8014-a108-40cf-a3a9-2f44c2be7e35__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9794
[2818/4639] Image: 83e72899-0c9b-4329-b4f7-1b2548eeb8f9__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1547
[2819/4639] Image: b0fa85a6-314d-4143-b011-99a1a0fe07d0__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2854
[2820/4639] Image: f1bb2447-a1c7-4ed4-ad85-4016a7eb0cf2__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9320
[2821/4639] Image: 90848379-6bdf-45a6-ab60-534847a0b2aa__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8206
[2822/4639] Image: e7195694-8b10-401b-9ef8-c32a38705f0c__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0597
[2823/4639] Image: c4df164b-ba1e-4ad0-bc0b-0a38db73b986__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4387
[2824/4639] Image: 7b4f44d9-c244-4f92-9b91-d38d425a3083__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4974
[2825/4639] Image: 710c2e73-5cf4-4380-984b-42d39c0cd28b__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0263
[2826/4639] Image: d75f9bef-416b-4159-a710-bed0581c12ed__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9988
[2827/4639] Image: 89f9b19b-84cb-4534-ab42-34ba46a9fccb__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9713
[2828/4639] Image: 96c3c4d3-31bf-47f5-bce8-4eb3270f6d84__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8859
[2829/4639] Image: 4cf2b503-ecd2-4c94-b332-d7175b9f58a0__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4180
[2830/4639] Image: 6bf3d6b1-e2fb-4c61-8840-a02dac20f5ba__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0094
